nid,vid,title,description,type,creator,contributor,date_issued,date_issued_start,date_issued_end,date_other,alternate_title,subject,annotations,form,identifier_local,caption,extent,note,city,state,country,continent,region,coordinates,extraterrestrialarea,projection,scale,publisher,origin_info_place,copyright_date,physical_location,provenance,access_condition,language,purl,fullsize,thumbnail
940790,940790,"Guide to lakes, canoe routes and auto trails of Minnesota","Cartographic Details: Scale not given. ""Keep fires out. Increase our forest wealth by wise use. Do your part by joining the Forestry Association. One dollar per year."" Includes text with descriptions of nine playground districts with title: Minnesota's natural playgrounds.",Cartographic,Minnesota Forestry Association.,,1917,1917,1917,,,Lakes -- Minnesota -- Maps -- 1917 | Canoes and canoeing -- Minnesota -- Maps -- 1917 | Roads -- Minnesota -- Maps -- 1917 | Minnesota -- Maps -- 1917 | Tourist maps | Maps,,Paper Map,G4141.E635 1917 .M5,,"105 x 81 cm, on sheet 112 x 87 cm",,,Minnesota,,North America,,,,,,Minnesota Forestry Association,"St. Paul, Minnesota",1917,"University of Minnesota Libraries, John R. Borchert Map Library. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",,"Use of this image may be governed by U.S. and international copyright laws. Please contact the John R. Borchert Map Library for permission to publish this image. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",English,http://purl.umn.edu/196922,http://umedia.lib.umn.edu/sites/default/files/reference/113/image/jpeg/1055903.jpg,http://umedia.lib.umn.edu/sites/default/files/imagecache/square300/reference/113/image/jpeg/1055903.jpg
940791,940791,Preliminary geological map of the iron bearing rocks of the northeastern part of Minnesota,"Cartographic Details: Scale approximately 1:330,000 (W 92ø41?--W 89ø30?/N 48ø14?--N 47ø43?). Relief shown by hachures. Cover title: Winchell's Geological map of the iron-bearing rocks of northeastern Minnesota. -- Advance copy. Includes descriptive text inside cover.",Cartographic,"Winchell, Newton Horace (1839-1914) | Winchell, Alexander (1824-1891) | Geological and Natural History Survey of Minnesota.",,1887,1887,1887,,": based on the field notes of N.H. Winchell in 1878, 1879 and 1886, and of A. Winchell in 1886.",Geology -- Minnesota -- Maps | Minnesota -- Maps | Maps,,Paper Map,G4141.H2 1887 .W4,,18 x 76 cm on sheet 20 x 74 cm,,,Minnesota,,North America,,,,,"1:330,000",Geological and Natural History Survey of Minnesota,"St. Paul, Minnesota",,"University of Minnesota Libraries, John R. Borchert Map Library. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",,"Use of this image may be governed by U.S. and international copyright laws. Please contact the John R. Borchert Map Library for permission to publish this image. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",English,http://purl.umn.edu/196923,http://umedia.lib.umn.edu/sites/default/files/reference/113/image/jpeg/1055904.jpg,http://umedia.lib.umn.edu/sites/default/files/imagecache/square300/reference/113/image/jpeg/1055904.jpg
940792,940792,Map showing iron ranges and ore carrying railroads of Minnesota,"Cartographic Details: Scale approximately 1:350,000 Inset shows generalized sections of Vermilion, Mesabi, Gogebic, Menominee, and Marquette Ranges. Includes distance tables for Duluth & Iron Range R.R., Duluth, Missabe & Northern Ry., and Great Northern Ry. ""Mines shipping ore during season of 1906 are located on this map, also mines about to become shippers at date of this map. June 1907.""",Cartographic,"Hobs, Edwin | Oliver Iron Mining Company (Duluth, Minn.). Mining Engineering Department.",,1907,1907,1907,,,"Duluth & Iron Range Railroad Company -- Maps -- 1907 | Duluth, Missabe, and Northern Railway Company -- Maps -- 1907 | Great Northern Railway Company (U.S.) -- Maps -- 1907 | Iron mines and mining -- Minnesota -- Maps -- 1907 | Iron ranges -- Minnesota -- Maps -- 1907 | Mesabi Range (Minn.) -- Maps -- 1907 | Vermilion Range (Minn.) -- Maps -- 1907 | Maps",,Paper Map,G4141.H2 1907 .H63,,49 x 47 cm,,,Minnesota,,North America,,,,,"1:350,000","Oliver Iron Mining Co., Mining Engineering Dept.","Duluth, Minnesota",,"University of Minnesota Libraries, John R. Borchert Map Library. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",,"Use of this image may be governed by U.S. and international copyright laws. Please contact the John R. Borchert Map Library for permission to publish this image. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",English,http://purl.umn.edu/196924,http://umedia.lib.umn.edu/sites/default/files/reference/113/image/jpeg/1055905.jpg,http://umedia.lib.umn.edu/sites/default/files/imagecache/square300/reference/113/image/jpeg/1055905.jpg
940793,940793,"Soil map of Minnesota : showing mean annual rainfall, temperature, and dates of killing frosts","Cartographic Details: Scale not given. Copyright: Hudson Publishing Co. ""Soil and rainfall data from Prof. N.H. Winchell's 'Atlas of the physical features of Minnesota' (by permission). Temperature from U.S. Govt. reports."" Includes inset of northeast corner of Minnesota showing Cook County.",Cartographic,"Russell, E. S. | Akerson, E. A | Winchell, Newton Horace (1839-1914) | Hudson Publishing Co. (Minneapolis, Minn.)",,1913,1913,1913,,,Soils -- Minnesota -- Maps -- 1913 | Maps,,Paper Map,G4141.J3 1913 .R87,,61 x 43 cm,,,Minnesota,,North America,,,,,,A.E. Akerson,"Lindstrom, Minnesota",1913,"University of Minnesota Libraries, John R. Borchert Map Library. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",,"Use of this image may be governed by U.S. and international copyright laws. Please contact the John R. Borchert Map Library for permission to publish this image. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",English,http://purl.umn.edu/196925,http://umedia.lib.umn.edu/sites/default/files/reference/113/image/jpeg/1055906.jpg,http://umedia.lib.umn.edu/sites/default/files/imagecache/square300/reference/113/image/jpeg/1055906.jpg
940794,940794,"Minnesota National Forest, Minnesota : fifth principal meridian.","Cartographic Details: Scale [1:126,720]. ""Henry S. Graves, forester.""",Cartographic,"United States. Forest Service | Graves, Henry Solon (1871-1951) | Geological Survey (U.S.)",,1916,1916,1916,,,Forest reserves -- Minnesota -- Maps | Chippewa National Forest (Minn.) -- Maps | Maps,,Paper Map,G4142.C5 1916 .U5,,66 x 56 cm,,,Minnesota,,North America,,,,,"1:126,720","U.S. Dept. of Agriculture, Forest Service","Washington, D.C.?",,"University of Minnesota Libraries, John R. Borchert Map Library. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",,"Use of this image may be governed by U.S. and international copyright laws. Please contact the John R. Borchert Map Library for permission to publish this image. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",English,http://purl.umn.edu/196926,http://umedia.lib.umn.edu/sites/default/files/reference/113/image/jpeg/1055907.jpg,http://umedia.lib.umn.edu/sites/default/files/imagecache/square300/reference/113/image/jpeg/1055907.jpg
940795,940795,"Minnesota National Forest, Minnesota : fifth principal meridian","Cartographic Details: Scale approximately 1:161,000. Date derived from verso text. Text and photos on verso. ""Government Printing Office 8-5179.""",Cartographic,United States. Forest Service | Geological Survey (U.S.),,1924?,1924,1924,,,Outdoor recreation -- Minnesota -- Chippewa National Forest -- Maps | Chippewa National Forest (Minn.) -- Maps | Maps,,Paper Map,G4142.C5 1924 .U5,,52 x 44 cm,,,Minnesota,,North America,,,,,"1:161,000","U.S. Dept. of Agriculture, Forest Service","Washington, D.C.",,"University of Minnesota Libraries, John R. Borchert Map Library. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",,"Use of this image may be governed by U.S. and international copyright laws. Please contact the John R. Borchert Map Library for permission to publish this image. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",English,http://purl.umn.edu/196927,http://umedia.lib.umn.edu/sites/default/files/reference/113/image/jpeg/1055908.jpg,http://umedia.lib.umn.edu/sites/default/files/imagecache/square300/reference/113/image/jpeg/1055908.jpg
940796,940796,"Chippewa National Forest, Minnesota : 1941","Cartographic Details: Scale [1:130,000] ; Polyconic projection (W 94?50?--W 93?18?/N 48?00?--N 46?50?). ""Fourth and fifth principal meridians.""",Cartographic,"United States. Forest Service | Simerl, R.A.",,1941,1941,1941,,,Chippewa National Forest (Minn.) -- Maps | Maps,,Paper Map,G4142.C48 1941 .U55,,99 x 95 cm,,,Minnesota,,North America,,,,,"1:130,000",The Office,"Milwaukee, Wisconsin",,"University of Minnesota Libraries, John R. Borchert Map Library. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",,"Use of this image may be governed by U.S. and international copyright laws. Please contact the John R. Borchert Map Library for permission to publish this image. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",English,http://purl.umn.edu/196928,http://umedia.lib.umn.edu/sites/default/files/reference/113/image/jpeg/1055909.jpg,http://umedia.lib.umn.edu/sites/default/files/imagecache/square300/reference/113/image/jpeg/1055909.jpg
940797,940797,"Map of proposed Fort Charlotte State Park : with environs, Cook Co., Minn., 1922","Cartographic Details: Scale 1:63,360. 1""=5280? (W 89?46?50?--W 89?46?50?/N 47?56?52?--N 47?56?52?). Relief shown by hachures. Blueprint.",Cartographic,Minnesota. Highway Department.,,1922,1922,1922,,,Fort Charlotte State Park (Proposed) -- Maps | Maps,,Paper Map,G4142.F635 1922 .M5,,54 x 56 cm,,,Minnesota,,North America,,,,,"1:63,360",Minnesota State Highway Dept.,"St. Paul, Minnesota",,"University of Minnesota Libraries, John R. Borchert Map Library. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",,"Use of this image may be governed by U.S. and international copyright laws. Please contact the John R. Borchert Map Library for permission to publish this image. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",English,http://purl.umn.edu/196929,http://umedia.lib.umn.edu/sites/default/files/reference/113/image/jpeg/1055910.jpg,http://umedia.lib.umn.edu/sites/default/files/imagecache/square300/reference/113/image/jpeg/1055910.jpg
940798,940798,"Detailed hydrographic and topographic chart of the Itasca State Park: at the source of the Mississippi River, state of Minnesota","Cartographic Details: Scale [1:21,120]. Three in. to each statute mile. Relief shown by hachures. Includes descriptive text of the land's physical characteristics, table of geographic position with distances to significant locations, list of ""original discoveries"" pertaining to features of the region, list of altitudes of selected natural features, and surveyed measurements of the mapped area.",Cartographic,"Brower, Jacob Vradenberg (1844-1905) | Drapeyron, Ludovic  (1839-1901)",,1895,1895,1895,,": at the source of the Mississippi River, state of Minnesota, U.S.A.",Hydrography -- Minnesota -- Itasca State Park -- Maps | Itasca State Park (Minn.) -- Maps | Mississippi River -- Maps | Maps,,Paper Map,G4142.I8C3 1892 .B76,,38 x 24 cm,,,Minnesota,,North America,,,,,"1:21,120",,Paris?,,"University of Minnesota Libraries, John R. Borchert Map Library. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",,"Use of this image may be governed by U.S. and international copyright laws. Please contact the John R. Borchert Map Library for permission to publish this image. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",English|French,http://purl.umn.edu/196930,http://umedia.lib.umn.edu/sites/default/files/reference/113/image/jpeg/1055911.jpg,http://umedia.lib.umn.edu/sites/default/files/imagecache/square300/reference/113/image/jpeg/1055911.jpg
940799,940799,"Itasca State Park : showing roads trails firebreaks and cabins : prepared under direction of W.T. Cox, State Forester","Cartographic Details: Scale not given (W 95?15?--W 95?9?/N 47?15?--N 47?8?). Overprinted in red: ""Building camp fires forbidden except on prepared places as indicated.""",Cartographic,"Minnesota Forest Service | Cox, William Thomas (1878-1961)",,1914,1914,1914,,,Outdoor recreation -- Minnesota -- Itasca State Park -- Maps | Itasca State Park (Minn.) -- Maps | Maps,,Paper Map,G4142.I8E63 1914 .M5,,59 x 89 cm,,,Minnesota,,North America,,,,,,Forest Service,Minnesota,,"University of Minnesota Libraries, John R. Borchert Map Library. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",,"Use of this image may be governed by U.S. and international copyright laws. Please contact the John R. Borchert Map Library for permission to publish this image. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",English,http://purl.umn.edu/196931,http://umedia.lib.umn.edu/sites/default/files/reference/113/image/jpeg/1055912.jpg,http://umedia.lib.umn.edu/sites/default/files/imagecache/square300/reference/113/image/jpeg/1055912.jpg
940800,940800,"Survey of the Mississippi River : Lake Itasca basin, Minnesota, within Itasca State Park","Cartographic Details: Scale 1:15,000 ; Trigonometrical projection ; (W 95?15?20?--W 95?09?00?/N 47?15?00?--N 47?08?10?). Relief shown by contours. Depths shown by soundings. Oriented with north to right. "" ... Topography by W.G. Comber, G.H. French and F.G. Ray. Hydrography by W.G. Comber. Office reduction, under the direction of C.W. Clark ... by A.T. Morrow, W.G. Comber, G.H. French, E.L. Harman, W.S. Williams, F.G. Ray, and Geo. H. Wolbrecht. Drawing, under the direction of C.W. Clark ... by K.A. Widen and H.A.H. d'Ailly."" Includes text.",Cartographic,"United States. Mississippi River Commission | Comber, W. G. | French | G. H. | Ray, F. G. | Morrow, A. T. | Clark, C. W. | Harmon, E. L. | Williams, W. S. | Wolbrecht, Geo. H. | Widen,  K. A. | D'Ailly, H. A. H. | Julius Bien & Co.",,1900,1900,1900,,,"Itasca, Lake (Minn.) -- Maps | Mississippi River -- Maps | Itasca State Park (Minn.) -- Maps | Maps",,Paper Map,G4142.I8 1900 .U5,,57 x 92 cm,,,Minnesota,,North America,,,,,"1:15,000",,United States?,,"University of Minnesota Libraries, John R. Borchert Map Library. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",,"Use of this image may be governed by U.S. and international copyright laws. Please contact the John R. Borchert Map Library for permission to publish this image. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",English,http://purl.umn.edu/196932,http://umedia.lib.umn.edu/sites/default/files/reference/113/image/jpeg/1055913.jpg,http://umedia.lib.umn.edu/sites/default/files/imagecache/square300/reference/113/image/jpeg/1055913.jpg
940801,940801,"Map of Leech Lake, Chippewa, Winnibigoshish, Cass Lake, and White Oak Point Indian Reservations, Minnesota","Cartographic Details: Scale approximately 1:179,000 (W 94?45?--W 93?40?/N 47?41?--N 46?55?).",Cartographic,"United States. Office of Indian Affairs | Henderson, Albert",,1916,1916,1916,,": as existing at the passage of the Act of Jan. 14, 1889 (U.S. Stat. L. vol. 25, p. 642)",Leech Lake Indian Reservation (Minn.) -- Maps | Maps,,Paper Map,G4142.L43 1889 .U5 1916,,45 x 43 cm,,,Minnesota,,North America,,,,,"1:179,000","Dept. of the Interior, Office of Indian Affairs","Washington, D.C.",,"University of Minnesota Libraries, John R. Borchert Map Library. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",,"Use of this image may be governed by U.S. and international copyright laws. Please contact the John R. Borchert Map Library for permission to publish this image. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",English,http://purl.umn.edu/196933,http://umedia.lib.umn.edu/sites/default/files/reference/113/image/jpeg/1055914.jpg,http://umedia.lib.umn.edu/sites/default/files/imagecache/square300/reference/113/image/jpeg/1055914.jpg
940802,940802,"Map of the Winnibigoshish, Chippewa, Leech Lake, Cass Lake, and White Oak Indian Reservations","Cartographic Details: Scale 1:110,880 ; 1 3/4 miles to an in. (W 94?45?--W 93?40?/N 47?41?--N 46?55?).",Cartographic,Jewett & Son,,1902,1902,1902,,,Indian reservations -- Minnesota -- Maps | Leech Lake Indian Reservation (Minn.) -- Maps | Maps,,Paper Map,G4142.L43 1902 .J4,,69 x 89 cm,,,Minnesota,,North America,,,,,"1:110,880",Jewett & Son,"St. Paul, Minnesota",1902,"University of Minnesota Libraries, John R. Borchert Map Library. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",,"Use of this image may be governed by U.S. and international copyright laws. Please contact the John R. Borchert Map Library for permission to publish this image. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",English,http://purl.umn.edu/196934,http://umedia.lib.umn.edu/sites/default/files/reference/113/image/jpeg/1055915.jpg,http://umedia.lib.umn.edu/sites/default/files/imagecache/square300/reference/113/image/jpeg/1055915.jpg
940803,940803,Minnetonka Game Refuge,Cartographic Details: Scale not determined.,Cartographic,"Minnesota Game & Fish Protective League | Shedd & Wright Manufacturing Co. (Minneapolis, Minn.)",,1909,1909,1909,,,Game reserves -- Minnesota -- Twin Cities Metropolitan Area -- Maps | Twin Cities Metropolitan Area (Minn.) -- Maps | Maps,,Paper Map,G4142.M4D5 1909 .M5,,49 x 54 cm,,,Minnesota,,North America,,,,,,Shedd & Wright Mfg. Co.,"Minneapolis, Minnesota",,"University of Minnesota Libraries, John R. Borchert Map Library. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",,"Use of this image may be governed by U.S. and international copyright laws. Please contact the John R. Borchert Map Library for permission to publish this image. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",English,http://purl.umn.edu/196935,http://umedia.lib.umn.edu/sites/default/files/reference/113/image/jpeg/1055916.jpg,http://umedia.lib.umn.edu/sites/default/files/imagecache/square300/reference/113/image/jpeg/1055916.jpg
940804,940804,"Location survey of Minneopa state park, Blue Earth county, Minnesota, 1922 : showing proposed acquisition and improvements","Cartographic Details: Scale [1:2,576]. 1 in. = 200 ft. Blueprint. Relief shown by hachures. ""4""--lower right.",Cartographic,Minnesota. Department of Highways.,,1922,1922,1922,,,Parks -- Minneasota -- Maps | Minneopa State Park (Minn.) -- Maps | Maps,,Paper Map,G4142.M64 1922 .M5,,69 x 61 cm,,,Minnesota,,North America,,,,,"1:2,576",Dept. of Highways,"St. Paul, Minnesota",,"University of Minnesota Libraries, John R. Borchert Map Library. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",,"Use of this image may be governed by U.S. and international copyright laws. Please contact the John R. Borchert Map Library for permission to publish this image. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",English,http://purl.umn.edu/196936,http://umedia.lib.umn.edu/sites/default/files/reference/113/image/jpeg/1055917.jpg,http://umedia.lib.umn.edu/sites/default/files/imagecache/square300/reference/113/image/jpeg/1055917.jpg
940805,940805,"Chart of Lake Minnetonka, Minnesota","Cartographic Details: Scale 1:20,000. ""Reproduced in colors in 1906 by ..."" Relief shown by contours and soundings. ""Soundings, in feet, are reduced to the plane of the crest of the outlet dam, 929.4 ft."" ""Topography taken from a 1:48,000 scale map of the U.S. Geological Survey, made in 1905.""",Cartographic,"Dunaway, Horace | Derby, George M. | U.S. Lake Survey | United States. Army. Corps of Engineers",,1906,1906,1906,,,"Nautical charts -- Minnesota -- Minnetonka, Lake | Minnetonka, Lake (Minn.) -- Maps | Maps",,Paper Map,G4142.M68 1906 .D86,,56 x 90 cm,,,Minnesota,,North America,,,,,"1:20,000",U.S. Lake Survey,"Detroit, Michigan",,"University of Minnesota Libraries, John R. Borchert Map Library. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",,"Use of this image may be governed by U.S. and international copyright laws. Please contact the John R. Borchert Map Library for permission to publish this image. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",English,http://purl.umn.edu/196937,http://umedia.lib.umn.edu/sites/default/files/reference/113/image/jpeg/1055918.jpg,http://umedia.lib.umn.edu/sites/default/files/imagecache/square300/reference/113/image/jpeg/1055918.jpg
940806,940806,"Map of Red Lake Indian Reservation, Minnesota","Cartographic Details: Scale approximately 1:166,000 (W 95?40?--W 94?45?/N 48?15?--N 47?45?).",Cartographic,"United States. Office of Indian Affairs | Henderson, Albert",,1911,1911,1911,,,Red Lake Indian Reservation (Minn.) -- Maps | Maps,,Paper Map,G4142.R43 1911 .U5,,38 x 51 cm,,,Minnesota,,North America,,,,,"1:166,000","Dept. of the Interior, Office of Indian Affairs",United States,,"University of Minnesota Libraries, John R. Borchert Map Library. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",,"Use of this image may be governed by U.S. and international copyright laws. Please contact the John R. Borchert Map Library for permission to publish this image. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",English,http://purl.umn.edu/196938,http://umedia.lib.umn.edu/sites/default/files/reference/113/image/jpeg/1055919.jpg,http://umedia.lib.umn.edu/sites/default/files/imagecache/square300/reference/113/image/jpeg/1055919.jpg
940807,940807,Canoe map of northeastern Minnesota.,"Cartographic Details: Scale 1:253,440 ; 1 mile -- 1/4 in. (W 93?5?--W 89?29?/N 47?43?--N 48?39?). Shows canoe routes in Superior National Forest and Burntside State Forest. ""W.T. Cox, State Forester."" ""August, 1913."" ""Quadrangle No 3.""",Cartographic,"Minnesota Forest Service | Cox, William Thomas (1878-1961)",,1913,1913,1913,,,Canoes and canoeing -- Minnesota -- Superior National Forest -- Maps | Forest reserves -- Minnesota -- Maps | Superior National Forest (Minn.) -- Maps | Maps,,Paper Map,G4142.S8E63 1913 .M56,,44 x 111 cm,,,Minnesota,,North America,,,,,"1:253,440",Forest Service,Minnesota,,"University of Minnesota Libraries, John R. Borchert Map Library. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",,"Use of this image may be governed by U.S. and international copyright laws. Please contact the John R. Borchert Map Library for permission to publish this image. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",English,http://purl.umn.edu/196939,http://umedia.lib.umn.edu/sites/default/files/reference/113/image/jpeg/1055920.jpg,http://umedia.lib.umn.edu/sites/default/files/imagecache/square300/reference/113/image/jpeg/1055920.jpg
940808,940808,"Lake regions of northern Minnesota : St. Louis, Lake and Cook counties reached by the D. & I.R.R.R. : map of canoe routes from E","Cartographic Details: Scale 1:190,080. Three miles to one in. (W 92?40?--W 90?/N 48?25?--N 47?45?). At head of title: Duluth & Iron Range Railroad Company.",Cartographic,"Tait, A.W.",,1917?,1917,1917,,: map of canoe routes from Ely and Tower,Duluth & Iron Range Railroad Company -- Maps | Canoes and canoeing -- Minnesota -- Maps | Superior-Quetico Area -- Maps | Maps,,Paper Map,G4142.S8E63 1917 .T3,,36 x 80 cm,,,Minnesota,,North America,,,,,"1:190,080",,United States,,"University of Minnesota Libraries, John R. Borchert Map Library. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",,"Use of this image may be governed by U.S. and international copyright laws. Please contact the John R. Borchert Map Library for permission to publish this image. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",English,http://purl.umn.edu/196940,http://umedia.lib.umn.edu/sites/default/files/reference/113/image/jpeg/1055921.jpg,http://umedia.lib.umn.edu/sites/default/files/imagecache/square300/reference/113/image/jpeg/1055921.jpg
940809,940809,"Superior National Forest, Minnesota, fourth principal meridian, 1920","Cartographic Details: Scale approximately 1:250,000. Below title: The playground of a nation. ""Henry S. Graves, forester."" ""Minnesota Game and Fish Department, Carlos Avery, Commissioner, St. Paul, Minn."" ""Before taking trips outlined obtain information from the secretary of the Ely CommercialClub or the U.S. Forest Service, Ely Minn."" Relief shown by hachures. Shows canoe routes starting and ending at Ely and outline of Superior State Game Refuge.",Cartographic,"Sealing, H. E. | Dennee, Phyllis | Graves, Henry Solon (1871-1951) | Avery, Carlos (1868-1930) | Minnesota. Game and Fish Department | United States. Forest Service | Columbia Planograph Co. | Ely Commercial Club (Ely, Minn.)",,1920,1920,1920,,,Canoes and canoeing -- Minnesota -- Superior National Forest -- Maps -- 1920 | Superior National Forest (Minn.) -- Maps -- 1920 | Superior State Game Refuge (Minn.) -- Maps -- 1920 | Maps,,Paper Map,G4142 S8E63 1920 .S43,,42 x 82 cm,,,Minnesota,,North America,,,,,"1:250,000","U.S. Dept. of Agriculture, Forest Service","Washington, D.C.?",,"University of Minnesota Libraries, John R. Borchert Map Library. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",,"Use of this image may be governed by U.S. and international copyright laws. Please contact the John R. Borchert Map Library for permission to publish this image. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",English,http://purl.umn.edu/196941,http://umedia.lib.umn.edu/sites/default/files/reference/113/image/jpeg/1055922.jpg,http://umedia.lib.umn.edu/sites/default/files/imagecache/square300/reference/113/image/jpeg/1055922.jpg
940810,940810,"Map showing canoe routes into Superior National Forest, Minnesota and Quetico Provincial Park of Canada","Cartographic Details: Scale approximately 1:250,000. ""This map published in cooperation with the Architects & Engineers Supply Co. Duluth, Minn."" Includes inset with title: Good roads leading into America's greatest canoe regions.",Cartographic,"W.A. Fisher Company | Architects & Engineers Supply Company | Ely Commercial Club (Ely, Minn.)",,1930,1930,1930,,,Canoes and canoeing -- Minnesota -- Superior National Forest -- Maps -- 1930 | Canoes and canoeing -- Ontario -- Quetico Provincial Park -- Maps -- 1930 | Superior National Forest (Minn.) -- Maps -- 1930 | Quetico Provincial Park (Ont.) -- Maps -- 1930 | Maps,,Paper Map,G4142.S8E63 1930 .W34,,49 x 71 cm,,,Minnesota | Ontario,,North America,,,,,"1:250,000",W.A. Fisher Co.,"Virginia, Minnesota",1930,"University of Minnesota Libraries, John R. Borchert Map Library. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",,"Use of this image may be governed by U.S. and international copyright laws. Please contact the John R. Borchert Map Library for permission to publish this image. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",English,http://purl.umn.edu/196942,http://umedia.lib.umn.edu/sites/default/files/reference/113/image/jpeg/1055923.jpg,http://umedia.lib.umn.edu/sites/default/files/imagecache/square300/reference/113/image/jpeg/1055923.jpg
940811,940811,"Superior National Forest, Minnesota, 4th principal meridian.","Cartographic Details: Scale not given. ""Diagram forming part of proclamation dated September 21, 1912."" Insets: Details, Rs. 1-8W. -- Details, Rs. 9-12W. -- Details, Rs. 13-17W.",Cartographic,United States. Forest Service.,,1912,1912,1912,,,Superior National Forest (Minn.) -- Maps -- 1912 | Maps,,Paper Map,G4142.S8 1912 .U5,,51 x 87 cm,,,Minnesota,,North America,,,,,,"Forest Service, U.S. Dept. of Agriculture","Washington, D.C.?",,"University of Minnesota Libraries, John R. Borchert Map Library. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",,"Use of this image may be governed by U.S. and international copyright laws. Please contact the John R. Borchert Map Library for permission to publish this image. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",English,http://purl.umn.edu/196943,http://umedia.lib.umn.edu/sites/default/files/reference/113/image/jpeg/1055924.jpg,http://umedia.lib.umn.edu/sites/default/files/imagecache/square300/reference/113/image/jpeg/1055924.jpg
